id_histology,id_xenium,overlap,size_pix_histology
81438,49892,11,11
81440,49867,9,9
81441,49912,66,70
81447,49925,13,15
81453,49932,15,15
81463,49987,23,23
81478,50030,26,26
81479,50017,7,8
114247,74366,9,11
114248,74365,24,24
81482,50056,28,31
114249,74383,38,43
114251,74385,62,63
114252,74410,64,100
114254,74409,21,21
114255,74403,35,35
114256,74402,4,4
81489,50067,13,13
114257,74419,66,66
114258,74413,30,30
114259,74425,38,38
114260,74440,104,105
114263,74456,14,26
114265,74452,34,34
114266,74459,69,69
114267,74455,51,51
114268,74466,114,116
114269,74472,124,130
114271,74476,11,11
81506,50114,35,35
114275,74499,72,89
114277,74507,58,81
81511,50130,16,18
114279,74494,13,13
114281,74515,42,42
114282,74514,29,29
114284,74519,27,27
114286,74534,20,20
81519,50147,28,28
81520,50158,14,14
114288,74543,44,80
114287,74542,61,62
114291,74548,94,97
114290,74541,16,16
114294,74565,48,58
114295,74553,41,41
81528,50200,27,27
114296,74581,94,102
81530,50183,17,17
81531,50210,20,20
114299,74580,11,11
114297,74569,46,46
114302,74584,25,25
81535,50237,18,18
114303,74593,11,11
114304,74599,44,44
81538,50246,29,29
114305,74598,42,42
114306,74606,18,18
114309,74611,16,16
114310,74612,37,37
114312,74621,29,29
114313,74622,23,23
114315,74624,41,41
114316,74625,49,49
114317,74631,21,21
114318,74638,13,13
81551,50317,22,22
114320,74639,7,7
114321,74646,29,30
114322,74647,22,22
114323,74642,32,32
114324,74654,64,86
114325,74665,39,47
114326,74655,27,37
114330,74664,50,50
81563,50366,7,7
81565,50385,42,42
81567,50357,27,29
114337,74695,25,27
114338,74685,19,19
114339,74693,55,56
114340,74700,33,35
114342,74704,17,17
81575,50443,21,23
114343,74705,26,26
114344,74712,43,54
81578,50427,18,18
114345,74692,18,18
114346,74710,83,124
114349,74711,19,19
114350,74715,22,22
114352,74718,9,9
114354,74719,17,19
114355,74728,20,20
114357,74729,22,22
114358,74740,8,8
114359,74741,22,24
114361,74750,18,18
114362,74751,19,21
114364,74749,15,15
81598,50519,22,22
114366,74769,40,44
114369,74761,27,27
114370,74770,78,78
114372,74772,9,10
114373,74786,20,21
114374,74779,36,36
114375,74771,108,111
81608,50530,32,55
81609,50545,20,20
81610,50567,17,24
114379,74816,30,30
81612,50556,29,36
114381,74818,17,17
114382,74817,16,16
114376,74806,68,77
81618,50557,16,16
114386,74815,16,16
114389,74838,31,36
81621,50582,18,18
114391,74833,7,7
81625,50583,24,43
114393,74837,17,17
114395,74843,16,16
81630,50633,40,44
114398,74866,4,4
114401,74867,18,18
81634,50620,5,5
114402,74873,76,80
114403,74872,15,15
114404,74887,20,22
114406,74903,64,73
81640,50662,26,26
114408,74897,12,12
114410,74909,23,23
81644,50669,43,43
81645,50674,7,7
81646,50665,25,25
114413,74925,75,80
114416,74919,12,12
81648,50682,11,11
114415,74924,17,17
81651,50698,9,9
81652,50699,14,14
114421,74942,19,19
114422,74959,47,48
81653,50705,13,15
114417,74932,17,17
81657,50714,22,22
114418,74933,9,9
114420,74943,74,76
114425,74958,37,37
114429,74994,4,4
114430,75002,43,43
114431,75001,15,15
114432,74993,13,13
81662,50731,20,20
114427,74985,18,18
114434,74969,1,1
81667,50749,16,16
114428,74992,7,7
81669,50750,22,22
81670,50743,27,27
81671,50771,12,12
114440,75056,34,65
114441,75043,22,22
81672,50777,21,39
114443,75057,22,22
114437,75023,3,3
114439,75042,10,10
114442,75067,12,12
114447,75085,22,23
114444,75078,113,115
81681,50801,25,25
81682,50800,23,25
114451,75095,23,23
114452,75096,51,51
114446,75122,35,67
81687,50816,7,7
81688,50817,30,33
114455,75114,15,23
114457,75077,14,15
114458,75129,21,21
114460,75121,28,28
114463,75151,30,30
81696,50833,26,26
114464,75152,64,66
114465,75160,31,31
81699,50851,36,66
81700,50822,19,19
81701,50834,21,22
114468,75175,49,49
114467,75174,5,5
114472,75188,13,13
114474,75179,17,17
81707,50869,45,45
81708,50881,24,28
114476,75204,19,19
81710,50880,9,9
81711,50882,18,18
114477,75205,18,18
114478,75211,17,17
114479,75203,12,12
114482,75225,10,10
114480,75224,17,20
114485,75259,69,72
114481,75230,27,35
114487,75260,14,15
114488,75246,36,37
114490,75305,50,50
114491,75328,28,40
81725,50914,18,18
114493,75316,24,24
114495,75325,24,24
114496,75326,26,26
81729,50934,24,24
114494,75329,10,10
114497,75327,41,51
81732,50951,10,16
114500,75342,18,18
114501,75350,24,25
81735,50945,19,19
114498,75343,28,28
114505,75362,17,17
114507,75374,29,29
81740,50973,14,15
114509,75361,12,12
114510,75385,27,27
81743,50971,33,33
114512,75404,18,20
114511,75392,102,106
81746,50965,34,34
81747,50990,21,21
114515,75402,19,19
114514,75403,20,20
114516,75414,24,28
114517,75391,42,52
81752,51025,46,46
114520,75445,19,19
114521,75446,42,42
81755,51016,19,19
114524,75458,36,37
114525,75455,17,17
81758,51039,41,41
114526,75457,127,127
114528,75470,94,99
114529,75483,87,91
114527,75469,18,18
81764,51056,30,30
114533,75508,23,23
114534,75523,12,12
81768,51079,16,16
114536,75532,111,117
81771,51085,16,16
81772,51066,19,19
114539,75536,18,18
114542,75537,34,34
114540,75531,42,42
114541,75538,29,29
114543,75572,75,97
114546,75566,8,9
114544,75573,54,56
114545,75606,20,26
81780,51106,25,25
81781,51126,27,27
81782,51128,17,17
114548,75586,6,6
81784,51127,20,20
81785,51147,9,13
114553,75605,19,19
81787,51140,24,24
81788,51141,20,20
114550,75585,25,25
114551,75539,59,60
81791,51156,42,53
114560,75697,56,94
114561,75664,20,20
114554,75625,13,13
114557,75626,20,20
81796,51162,19,19
114564,75685,20,20
81798,51183,18,23
114566,75686,41,46
81800,51187,43,43
114569,75698,42,42
114571,75729,8,10
114567,75679,26,26
114570,75731,22,24
114572,75712,36,37
81805,51195,18,18
81806,51214,28,28
114577,75751,14,14
114578,75752,12,12
81807,51232,12,12
81808,51242,14,14
114581,75787,14,15
114574,75730,14,14
114575,75711,19,19
81811,51258,25,25
114585,75788,19,19
81812,51263,21,21
114579,75738,46,46
81814,51272,16,16
114580,75739,9,9
114582,75774,6,6
114583,75786,7,7
114586,75795,8,11
81819,51282,19,19
114588,75796,42,50
114589,75807,19,19
114587,75773,10,12
114590,75808,20,22
81826,51299,21,21
114591,75818,18,18
114593,75828,24,24
114598,75840,10,10
81831,51313,30,30
81832,51314,19,20
114600,75848,17,17
114603,75850,16,16
81837,51325,14,14
114605,75863,12,12
114606,75884,28,29
114607,75847,18,18
114608,75885,20,20
114609,75886,8,8
114612,75906,29,30
114614,75923,19,19
114615,75938,15,16
114616,75939,12,12
114617,75940,7,7
114618,75948,37,38
114620,75947,18,18
114621,75949,20,20
114622,75971,28,47
114625,75970,12,12
114629,75969,71,74
114631,75980,31,31
114632,75972,51,52
114633,75998,11,11
114634,75981,10,10
114639,76028,31,31
114640,76027,12,12
114642,76036,23,23
114643,76047,34,34
114644,76046,19,19
114645,76061,4,4
114646,76075,14,14
114648,76074,14,14
114649,76083,6,6
114653,76076,24,24
114657,76103,17,17
114658,76115,49,54
114659,76126,18,18
114661,76152,108,129
114662,76127,21,21
114664,76139,18,18
114665,76151,17,18
114670,76153,22,22
114671,76168,16,16
114673,76188,31,33
114675,76187,19,19
114676,76212,25,26
114678,76211,49,71
114680,76216,23,23
114872,74441,14,14
114900,74473,21,21
114928,74500,20,20
82176,49773,27,28
82183,49796,17,17
82184,49791,33,35
82186,49794,16,16
82189,49795,17,24
82190,49801,19,19
82191,49803,15,16
114957,74560,38,39
82193,49819,20,20
82195,49810,18,18
82196,49821,18,24
82197,49802,21,21
82198,49818,18,18
82199,49820,19,19
82200,49809,17,17
82204,49830,13,13
82206,49837,25,33
82207,49829,25,25
82208,49838,14,14
82212,49852,35,36
82213,49847,25,25
82214,49836,27,27
82218,49831,19,19
82222,49863,32,32
82224,49853,15,15
82225,49882,24,24
82226,49873,17,17
82228,49870,22,22
82229,49885,19,19
82230,49872,14,14
82232,49894,13,13
82233,49886,37,38
82235,49884,16,16
82236,49871,15,15
82237,49905,30,36
82238,49893,16,16
82240,49883,23,23
82242,49903,23,23
82244,49904,23,23
82245,49902,18,18
82248,49913,17,17
82251,49918,20,20
82252,49926,26,26
82256,49933,20,20
82260,49919,48,53
82261,49940,22,22
82262,49934,25,25
82263,49941,22,22
82264,49942,18,18
82265,49943,22,22
82267,49952,15,15
82268,49953,12,12
82269,49970,38,38
82270,49958,22,22
82271,49959,19,19
82272,49968,19,19
82274,49967,17,17
82275,49971,17,17
82276,49977,17,17
115043,74752,33,33
82278,49969,20,20
82280,50000,22,22
82281,50001,26,26
82282,49999,51,53
82283,49988,26,26
82285,50020,43,49
82286,50010,20,20
82288,50022,30,30
82289,50018,11,11
82290,50033,16,23
82291,50021,18,18
82292,50031,20,20
82293,50032,23,23
82294,50039,24,24
82295,50034,21,21
82296,50019,12,12
115061,74799,18,18
82298,50040,20,20
115064,74819,45,49
82301,50048,9,9
82302,50046,24,24
82305,50041,15,15
82308,50057,14,14
82309,50068,27,27
82310,50058,17,17
82315,50073,24,24
82316,50078,19,19
82317,50096,24,36
82320,50079,20,21
82321,50080,18,18
82322,50090,19,19
82324,50097,18,18
82327,50098,15,15
82328,50100,18,18
82329,50105,20,20
82330,50099,12,12
82331,50101,25,25
82333,50107,15,15
82336,50104,39,42
115105,74965,44,47
82338,50106,22,22
82340,50115,22,25
82341,50136,25,28
82342,50123,16,16
82346,50132,22,22
82347,50134,33,45
82348,50133,19,19
82350,50148,21,21
82351,50131,10,10
82352,50135,24,24
82353,50138,17,17
82354,50161,13,14
82355,50137,11,11
82356,50149,17,17
82357,50154,10,10
82358,50155,28,28
82359,50160,16,16
82360,50178,18,24
82361,50165,20,20
82362,50159,17,17
82363,50166,19,19
82364,50184,13,13
115124,75024,67,85
82367,50176,18,18
82368,50167,14,14
82370,50177,13,13
82371,50187,9,9
82374,50185,18,18
82376,50203,19,19
82378,50201,18,18
82380,50218,40,40
82381,50202,18,18
82383,50217,19,19
82384,50229,32,34
82385,50227,19,19
82386,50228,14,14
82387,50240,26,26
82388,50238,21,21
82389,50239,18,18
82390,50248,66,67
82391,50247,19,19
82393,50255,14,15
82394,50271,14,14
82396,50270,24,24
82397,50257,11,11
82398,50272,22,22
82399,50256,22,22
82400,50268,16,16
82401,50269,19,19
82403,50284,11,14
82405,50277,26,28
82406,50286,9,9
82407,50285,26,29
82408,50300,28,29
82409,50306,23,23
82410,50310,24,25
82412,50311,20,20
82413,50318,19,19
82414,50319,17,17
82416,50320,17,17
82417,50325,17,17
82418,50327,17,17
82419,50328,16,16
82420,50326,20,20
115184,75270,47,50
82422,50334,23,32
82423,50332,19,19
82425,50333,12,13
82426,50338,14,14
82427,50347,25,25
82428,50345,24,24
82429,50344,19,19
82430,50339,18,18
82431,50348,26,26
82432,50346,12,12
82437,50354,16,16
82439,50362,8,8
82442,50380,18,18
82443,50379,19,19
82444,50388,15,15
82445,50389,20,20
82446,50396,19,24
82447,50387,21,21
82448,50395,23,23
82451,50410,18,18
82452,50419,58,59
82453,50418,19,19
82454,50439,66,66
82456,50437,24,24
82457,50428,22,22
82459,50438,20,20
82460,50444,39,39
82461,50453,33,35
82463,50477,54,54
82464,50472,18,18
82465,50485,15,15
82466,50486,7,7
115232,75423,46,48
115233,75393,6,6
82471,50510,10,10
82472,50505,21,21
82473,50504,17,17
82475,50521,53,89
82477,50515,14,14
82479,50506,20,22
82480,50520,26,26
82481,50533,21,21
82482,50541,88,88
82483,50509,30,30
82486,50546,19,19
82487,50558,111,111
82488,50568,70,84
82489,50576,4,4
82490,50574,26,26
82491,50575,31,31
82492,50573,12,12
82494,50590,84,84
82496,50589,127,149
82498,50604,17,18
82499,50605,24,24
82500,50609,66,81
82501,50610,112,114
82503,50611,12,12
82505,50621,19,19
82506,50612,70,74
115273,75593,14,14
82509,50622,18,18
82512,50652,115,126
82513,50634,23,23
82514,50642,96,119
115282,75652,16,16
82516,50641,20,22
82517,50651,13,13
82518,50655,9,9
82521,50658,138,139
82525,50666,16,16
82526,50675,14,14
82532,50676,17,17
82533,50683,21,21
82536,50701,86,95
82537,50707,19,24
82540,50693,17,17
115309,75864,18,22
115312,75829,21,21
82545,50700,18,20
82546,50715,10,10
82547,50706,17,17
82549,50716,13,13
82553,50733,68,79
82554,50726,13,13
82555,50732,20,20
82556,50727,21,21
82562,50751,22,22
82563,50759,58,61
82566,50758,20,20
82567,50734,10,10
115334,75973,29,29
82569,50781,13,14
82571,50773,42,42
82573,50778,17,17
82574,50779,21,21
82575,50780,18,18
82576,50786,69,74
82577,50772,20,20
82578,50785,23,24
82579,50797,73,80
115341,76030,6,6
82581,50795,15,15
82582,50796,16,16
82583,50802,39,52
115347,76062,42,49
82585,50807,48,56
82586,50814,25,27
82591,50823,17,17
82596,50847,111,111
82597,50845,22,22
115364,76099,9,9
82600,50853,46,46
82601,50858,158,161
82602,50857,24,27
82603,50852,12,12
115371,76176,26,35
82605,50846,20,20
82606,50837,22,22
115375,76189,15,15
82611,50884,61,63
82614,50893,22,22
82615,50883,15,15
82616,50876,50,50
82617,50902,36,54
82620,50909,25,25
82622,50915,12,12
82624,50919,18,18
82625,50921,17,17
82626,50920,40,40
82628,50935,25,27
82629,50941,61,61
82630,50931,42,61
82633,50942,66,66
82634,50997,92,127
82635,50975,8,8
82636,50974,15,15
82638,50983,113,116
82639,50981,26,29
82640,50982,11,11
82643,51002,15,15
82644,50960,97,97
82645,51017,88,93
82646,50996,70,73
82647,51032,45,45
82648,51045,93,102
82649,51031,25,25
82651,51051,36,42
82652,51069,23,37
82656,51068,10,10
82657,51067,66,68
82661,51086,15,15
82662,51097,59,82
82666,51099,91,160
82668,51096,28,28
82670,51098,40,41
82671,51129,55,74
82672,51087,36,44
82673,51080,29,38
82676,51118,18,35
82679,51142,25,26
82681,51148,10,10
82686,51153,18,18
82687,51163,18,18
82689,51189,13,16
82690,51190,74,75
82692,51188,17,17
82693,51218,83,87
82694,51243,75,77
82695,51233,92,96
82696,51245,96,166
82697,51244,40,40
82704,51268,40,40
82705,51273,74,85
82709,51283,37,37
82712,51300,115,140
82714,51316,115,130
82717,51317,64,65
82719,51327,108,118
82720,51319,86,91
82721,51315,27,27
82722,51326,29,41
82724,51279,60,61
82727,51318,13,13
82906,58726,15,16
82907,58727,44,45
82910,49788,32,32
82912,49787,31,31
82913,58734,95,107
82916,58741,127,131
82918,49797,15,15
82919,49804,15,15
82920,58758,27,27
82921,49822,16,17
82922,49811,23,23
82923,49823,26,26
82927,49839,10,10
82931,58777,17,17
82932,49848,14,14
82934,49855,25,25
82935,49854,31,31
82937,49877,15,15
82938,58797,109,111
82939,49876,29,31
82940,49875,25,25
82941,58804,15,15
82942,49874,19,19
82943,49898,23,23
82944,49896,25,25
82945,49897,14,14
82947,49906,33,33
82949,49895,7,9
82950,58820,19,19
82951,58805,44,46
82956,58833,21,37
82957,49914,16,16
82958,49907,14,19
82959,58834,15,15
82960,49928,26,26
82961,49927,31,31
82963,58856,17,17
82965,49944,24,24
82966,49945,18,18
82967,58860,19,19
82968,49946,18,18
82972,49954,24,24
82973,58867,18,18
82974,49960,17,17
82975,49972,25,29
82977,49974,18,18
82978,49973,24,24
82979,49978,26,26
82980,58872,10,10
82982,49989,15,15
82983,50002,22,22
82984,50023,34,34
82986,50012,8,8
82987,50011,14,14
82988,58904,23,23
82989,50024,26,26
82990,58910,14,20
82991,50042,32,34
82992,58919,19,19
82994,50049,29,29
82995,58926,29,29
82996,50059,43,43
82997,50069,10,10
82998,50070,26,26
83001,58952,25,25
83003,50082,26,26
83004,50074,19,19
83005,58953,23,23
83009,58970,13,19
83011,50102,15,15
83014,50116,14,14
83016,58974,17,17
83019,50139,35,36
83021,58975,24,24
83022,50081,27,27
83024,50141,17,17
83025,58990,14,14
83026,58982,18,18
83027,50125,27,27
83028,58995,19,19
83029,58991,26,26
83031,50140,16,16
83032,50150,30,30
83036,59007,13,13
83037,50156,22,22
83038,50124,20,20
83039,50151,24,24
83040,50163,14,24
83041,59006,13,13
83042,50162,13,13
83044,59008,19,20
83046,59029,27,30
83048,50189,24,24
83050,50204,24,24
83052,59028,19,19
83054,50220,43,68
83055,50205,16,16
83056,59035,26,26
83057,59034,14,14
83058,50188,16,16
83059,50211,4,4
83060,50219,28,28
83061,50232,35,35
83062,59043,24,24
83064,50230,11,12
83065,50231,25,25
83066,59048,19,19
83068,50258,21,21
83070,50273,35,36
83071,59076,17,17
83072,50279,21,36
83076,59075,21,22
83077,59086,32,40
83078,50278,28,28
83079,59096,38,41
83080,59085,24,24
83081,50301,21,30
83082,50287,19,19
83083,59095,24,24
83087,50294,10,18
83091,59101,18,18
83093,59109,20,20
83096,50321,31,31
83097,50312,23,23
83099,59119,20,20
83100,59110,20,20
83101,50329,24,24
83106,50335,8,8
83107,50349,21,21
83108,59160,27,27
83109,50350,17,17
83111,50359,41,41
83113,59164,19,19
83114,59165,20,20
83115,50363,29,29
83117,50368,49,67
83118,50367,23,23
83120,50392,23,36
83121,59169,26,26
83122,59174,41,41
83124,50394,34,34
83125,59168,14,14
83126,50393,15,15
83127,50381,23,23
83128,50390,35,35
83129,59182,17,17
83130,50391,14,14
83131,50399,14,14
83132,50397,19,19
83133,50398,11,11
83136,50411,23,23
83137,59202,17,17
83138,50429,42,64
83139,59208,22,22
83140,50420,25,25
83142,50430,27,30
83145,59216,35,43
83146,59215,24,24
83147,50440,43,43
83148,50445,12,12
83151,50446,16,16
83152,50455,9,10
83153,50447,22,22
83155,50454,25,25
83158,50461,20,20
83159,59240,16,16
83162,50462,20,20
83165,50466,24,24
83167,59250,20,20
83169,50494,42,58
83171,50493,17,18
83172,50456,16,16
83173,59257,21,22
83174,59258,3,3
83175,50487,23,24
83176,59268,16,17
83177,50497,55,55
83178,50496,27,27
83179,50498,30,31
83181,59267,17,17
83182,59275,22,22
83185,50507,21,21
83186,59276,19,19
83187,50467,37,37
83189,59291,33,37
83190,50524,40,61
83194,59310,25,25
83195,50516,12,12
83197,50523,17,17
83199,59309,19,19
83201,50531,24,24
83203,50522,28,28
83204,50511,20,20
83206,59320,21,21
83209,59330,36,36
83212,50534,8,8
83213,50547,18,18
83214,50548,26,26
83216,59351,17,17
83217,59352,19,19
83218,50560,20,20
83219,50561,72,72
83220,50562,58,58
83221,50563,20,20
83222,50569,24,24
83224,59372,12,12
83226,59364,9,9
83227,50559,51,51
83228,50592,24,40
83229,59374,28,28
83230,50577,13,13
83231,50579,25,25
83233,59373,26,26
83234,50591,17,17
83235,50598,27,27
83237,59397,28,33
83238,59398,22,22
83239,59415,65,69
83240,59405,19,19
83242,50616,44,46
83243,50614,15,15
83244,50615,19,19
83246,59432,10,10
83248,59433,39,39
83250,50635,31,31
83251,50644,43,56
83253,50636,17,17
83255,50643,30,30
83258,50657,13,13
83260,50656,21,21
83262,59460,12,12
83265,59479,44,44
83267,50678,23,24
83269,50677,13,13
83271,59491,23,23
83273,50684,24,24
83275,59506,14,14
83276,50702,8,8
83278,59553,42,68
83280,59523,48,48
83281,50724,8,8
83282,50725,15,15
83284,59539,9,9
83289,59543,39,39
83291,59554,27,27
83292,59524,16,16
83293,50752,81,86
83294,50761,40,45
83295,50753,13,13
83296,50765,86,101
83297,59561,10,10
83300,50760,62,62
83301,50766,44,45
83302,50775,43,43
83304,50774,7,7
83305,50787,23,24
83306,50783,46,50
83307,59589,16,16
83313,50808,45,76
83315,59590,18,18
83318,50818,24,24
83319,50824,86,90
83322,59623,15,15
83326,50838,49,49
83329,50835,7,9
83330,59629,13,13
83331,59649,7,7
83333,59642,8,8
83336,50886,116,160
83339,50867,77,89
83340,50839,61,78
83341,59648,12,12
83342,50865,17,17
83345,59675,33,33
83346,50870,24,24
83347,59687,29,41
83348,50854,38,42
83349,50887,7,7
83351,50885,47,49
83354,50924,100,107
83355,50922,9,9
83356,50923,22,23
83358,59709,10,10
83359,50936,50,54
83361,59708,22,22
83362,50943,34,41
83365,50946,38,40
83370,50967,8,8
83371,50961,39,39
83373,59768,25,25
83374,50991,25,28
83376,50992,23,23
83378,50998,32,34
83379,50966,19,19
83381,51003,39,39
83382,51019,59,73
83384,51018,8,8
83388,59799,17,17
83389,51040,51,52
83392,51046,24,24
83393,59819,11,11
83394,51057,17,19
83395,51070,18,18
83399,59838,20,22
83401,51088,40,40
83402,59837,29,29
83403,59839,15,15
83408,51100,29,29
83411,51109,19,19
83412,51107,19,19
83413,51120,14,14
83415,51108,43,48
83417,59853,21,21
83418,51131,50,53
83419,51119,23,23
83420,51143,81,85
83421,51130,19,19
83422,51144,26,26
83423,59870,34,52
83424,51157,127,137
83428,59890,5,5
83429,51164,20,20
83433,59931,35,41
83434,51191,90,111
83435,51196,24,25
83437,59940,21,21
83440,59941,11,11
83441,51206,16,16
83442,51228,29,29
83443,51215,13,13
83444,51220,23,23
83445,51219,17,17
83448,51234,58,63
83449,51235,31,31
83450,59986,25,40
83451,51246,29,29
83452,51259,11,11
83453,51260,33,33
83455,59994,14,16
83457,59995,13,13
83459,59996,23,23
83460,51274,40,40
83464,51305,25,44
83465,51284,23,23
83466,51302,42,53
83468,51294,28,28
83469,51304,34,34
83470,51301,16,16
83471,60031,42,43
83480,51332,19,30
83483,60037,12,12
83484,60056,5,5
83842,58728,39,39
83852,58742,14,14
83853,58743,15,15
83854,58744,21,21
83856,58751,18,18
83857,58745,17,17
83859,58764,26,29
83860,58755,18,18
83862,58766,20,20
83863,58759,13,13
83865,58767,17,17
83867,58765,19,19
83868,58772,33,33
83869,58783,14,14
83870,58778,16,16
83871,58771,25,25
83873,58781,16,16
83874,58782,28,29
83877,58784,21,21
83878,58792,16,16
83879,58798,21,22
83880,58790,20,20
83881,58791,18,18
83885,58806,10,10
83886,58780,9,9
83888,58812,10,10
83889,58811,18,18
83890,58813,28,30
83891,58814,21,21
83893,58818,22,22
83894,58821,29,35
83895,58836,12,14
83896,58810,6,6
83901,58837,45,45
83902,58835,36,36
83903,58838,18,18
83906,58843,24,24
83907,58848,26,26
83908,58849,23,23
83909,58857,18,18
83913,58859,22,22
83914,58861,25,32
83915,58858,15,15
83916,58874,42,48
83917,58873,14,14
83918,58885,11,11
83919,58877,32,32
83921,58878,41,51
83923,58893,13,13
83924,58897,8,8
83925,58892,36,40
83927,58901,9,9
83928,58894,15,15
83929,58895,34,39
83930,58896,23,23
83932,58906,104,106
83934,58905,18,18
83935,58907,16,17
83936,58902,11,11
83938,58913,15,15
83939,58911,22,22
83940,58912,17,18
83941,58908,20,20
83942,58920,40,55
83948,58940,10,13
83949,58924,20,20
83951,58927,14,14
83952,58936,34,35
83954,58937,25,26
83955,58928,21,21
83957,58938,14,14
83959,58921,16,16
83960,58929,11,11
83961,58948,15,15
83962,58947,22,22
83963,58939,12,12
83964,58954,41,41
83965,58955,27,27
83967,58963,22,23
83971,58964,21,21
83973,58972,21,21
83975,58976,11,11
83976,58971,15,15
83980,58984,17,17
83981,58977,44,44
83983,58992,17,17
83984,58985,53,60
83985,58986,9,9
83987,58983,15,15
83988,58998,18,19
83990,58997,16,16
83991,58987,21,21
83993,59002,10,10
83996,59012,31,31
83997,59018,34,37
83998,59030,7,8
83999,59020,27,27
84000,59036,27,30
84004,58996,22,22
84005,59021,20,20
84007,59031,22,22
84008,59022,24,24
84011,59049,27,27
84014,59052,25,25
84015,59053,17,17
84016,59069,16,16
84019,59063,44,48
84021,59071,26,26
84022,59078,42,42
84023,59077,36,36
84024,59087,47,51
84025,59070,16,16
84027,59094,21,21
84031,59072,9,9
84032,59079,24,24
84034,59102,10,10
84036,59111,21,25
84039,59112,22,22
84041,59093,20,20
84043,59122,14,14
84045,59121,76,78
84046,59128,20,20
84049,59133,39,39
84050,59127,10,10
84052,59136,17,17
84056,59139,25,25
84057,59103,43,43
84058,59142,47,48
84059,59143,30,30
84060,59144,48,50
84061,59120,57,75
84062,59153,28,28
84065,59166,23,23
84067,59170,40,40
84068,59171,47,47
84072,59175,30,30
84074,59185,32,32
84076,59176,12,12
84077,59177,20,20
84079,59190,30,31
84080,59183,14,14
84081,59184,15,15
84084,59203,34,34
84087,59218,15,15
84088,59209,17,17
84089,59210,12,12
84091,59229,41,42
84093,59222,21,21
84096,59217,24,24
84097,59228,15,15
84098,59236,19,21
84101,59230,18,18
84102,59235,20,20
84105,59234,16,16
84108,59244,33,37
84111,59251,21,21
84113,59254,19,19
84115,59259,22,22
84116,59269,23,23
84117,59277,15,15
84118,59270,20,20
84120,59278,14,14
84121,59286,26,26
84122,59292,9,11
84123,59299,65,73
84128,59285,8,8
84129,59311,23,23
84130,59321,32,32
84132,59322,17,17
84133,59324,20,20
84135,59323,17,17
84139,59344,18,23
84140,59333,14,14
84143,59335,5,5
84146,59354,47,49
84147,59355,8,8
84149,59353,20,20
84152,59365,45,45
84155,59300,22,22
84157,59334,14,17
84161,59375,142,143
84162,59360,18,18
84164,59387,13,13
84167,59406,31,34
84169,59400,24,24
84170,59389,19,19
84171,59418,13,16
84176,59416,37,37
84177,59399,32,32
84179,59417,46,46
84182,59447,23,23
84184,59475,48,80
84188,59454,19,19
84191,59388,20,22
84192,59465,62,70
84193,59462,14,14
84194,59461,12,12
84196,59455,28,28
84197,59434,18,18
84198,59464,25,25
84199,59441,36,37
84200,59453,37,38
84202,59482,38,45
84203,59481,24,24
84206,59480,23,23
84212,59517,16,19
84213,59508,16,16
84215,59507,15,15
84217,59516,37,37
84219,59509,62,110
84220,59522,9,9
84221,59518,3,3
84223,59521,22,24
84224,59531,40,40
84225,59525,69,75
84227,59562,48,51
84228,59545,31,31
84231,59544,25,25
84237,59596,22,22
84239,59599,19,19
84240,59601,72,75
84245,59618,37,39
84246,59612,88,88
84247,59602,6,6
84248,59597,14,14
84249,59619,52,52
84250,59625,58,58
84251,59624,11,14
84252,59635,49,49
84255,59621,31,31
84256,59637,38,38
84257,59636,42,42
84258,59643,46,50
84261,59650,58,58
84263,59671,38,38
84267,59688,95,95
84268,59695,29,30
84271,59696,47,49
84274,59719,40,44
84277,59710,25,25
84278,59711,22,22
84281,59720,21,21
84283,59727,19,19
84287,59739,34,34
84288,59740,28,40
84289,59747,48,50
84290,59733,4,4
84291,59752,29,29
84292,59746,42,42
84293,59753,62,64
84294,59754,44,44
84295,59751,29,29
84296,59741,21,21
84299,59750,41,41
84300,59769,23,27
84302,59764,68,68
84304,59778,33,39
84310,59781,13,16
84314,59785,46,47
84317,59792,120,121
84320,59791,6,10
84321,59786,47,47
84323,59804,30,30
84329,59793,41,48
84331,59835,72,72
84334,59834,16,25
84335,59843,49,49
84336,59850,40,40
84337,59849,34,34
84340,59865,38,39
84341,59864,12,12
84344,59872,121,121
84345,59871,7,7
84351,59887,24,24
84355,59873,170,171
84356,59886,11,11
84360,59896,69,71
84361,59897,31,32
84363,59854,142,143
84365,59915,17,17
84369,59882,22,22
84370,59927,7,7
84373,59943,41,41
84375,59942,34,41
84376,59948,100,104
84378,59955,40,41
84379,59926,24,25
84381,59959,8,8
84382,59970,73,93
84383,59971,6,6
84384,59954,26,26
84386,59988,31,52
84387,59989,100,108
84388,59987,13,13
84391,60005,21,31
84392,59997,21,21
84394,60006,34,34
84395,60012,52,55
84397,60017,91,159
84398,60032,30,30
84400,60039,96,116
84404,60038,17,17
84405,60051,33,33
84406,60065,45,47
84624,58729,25,25
84646,58786,21,21
84650,58785,20,20
84661,58822,20,20
84668,58850,17,17
84670,58868,15,15
84680,58899,18,18
84681,58879,12,12
84688,58898,18,20
84693,58922,23,23
84702,58941,14,14
84715,58978,11,11
84717,58979,35,46
84731,59013,14,14
84740,59040,19,19
84756,59129,70,94
84765,59134,23,23
84808,59264,17,17
84962,59755,7,7
85010,59874,36,40
85072,59956,10,10
91449,51336,6,6
91450,51334,11,11
