id_histology,id_xenium,overlap,size_pix_histology
104337,62451,24,27
104338,62441,33,38
104339,62442,26,26
104340,62435,21,21
104341,62444,20,20
104344,62445,26,26
104346,62450,23,23
104349,62452,25,25
104350,62459,25,31
104351,62460,29,34
104353,62453,16,16
104355,62449,26,26
104359,62464,16,17
104362,62469,16,16
104364,62446,19,19
104365,62478,16,16
104366,62479,19,19
104368,62454,11,11
104369,62485,18,19
104371,62480,15,16
104372,62484,23,23
104373,62493,42,53
104377,62503,23,29
104378,62494,28,28
104379,62495,15,20
104382,62497,26,26
104383,62505,16,16
104384,62488,21,21
104385,62501,21,21
104387,62496,33,33
104389,62502,22,22
104391,62504,25,25
104392,62506,26,26
104393,62513,23,23
104394,62520,17,17
104395,62511,12,12
104396,62512,17,17
104397,62518,18,18
104398,62517,25,25
104399,62519,15,15
104400,62524,11,11
104401,62523,20,20
104407,62531,19,19
104408,62537,27,28
104412,62539,16,16
104413,62543,20,20
104414,62545,25,25
104417,62540,28,28
104419,62538,20,20
104421,62547,9,9
104423,62544,21,21
104424,62551,22,22
104425,62562,12,18
104427,62557,20,20
104429,62552,27,27
104433,62570,22,22
104435,62576,17,17
104438,62563,23,23
104439,62564,22,22
104442,62585,14,16
104445,62575,25,25
104446,62582,13,13
104447,62583,27,27
104448,62569,15,15
104450,62593,21,22
104451,62573,37,37
104452,62591,17,18
104453,62584,20,20
104455,62574,19,26
104456,62586,23,23
104457,62592,23,23
104460,62603,32,33
104462,62602,24,24
104464,62606,15,16
104466,62605,25,25
104469,62613,28,30
104470,62614,19,22
104471,62607,21,21
104474,62615,27,30
104475,62621,18,18
104476,62620,15,15
104477,62622,33,33
104482,62632,29,29
104484,62635,18,18
104485,62633,24,24
104486,62634,21,21
104489,62639,25,25
104490,62640,31,32
104491,62641,15,15
104494,62646,19,19
104495,62642,23,23
104497,62648,19,19
104498,62656,11,15
104500,62647,14,14
104501,62649,22,22
104506,62670,23,24
104508,62668,11,11
104509,62662,12,12
104512,62669,19,19
104517,62678,7,7
104520,62685,34,34
104525,62692,28,29
104528,62684,22,22
104529,62691,14,14
104531,62689,40,40
104533,62698,24,24
104536,62690,17,17
104537,62701,23,23
104539,62706,16,17
104541,62707,22,22
104545,62713,19,19
104547,62715,21,21
104548,62718,22,22
104549,62705,15,16
104550,62721,25,25
104552,62722,26,26
104553,62720,14,14
104555,62716,12,12
104556,62717,34,35
104558,62723,21,21
104560,62724,20,20
104562,62729,23,24
104563,62730,13,13
104566,62739,18,23
104567,62745,30,35
104571,62740,13,13
104572,62738,15,15
104575,62748,14,14
104576,62749,18,18
104582,62744,15,15
104583,62750,28,28
104585,62759,21,21
104588,62768,17,17
104589,62767,28,28
104591,62766,19,19
104592,62775,29,29
104593,62774,26,26
104598,62772,19,19
104600,62778,19,19
104601,62773,22,22
104604,62792,19,19
104606,62791,26,26
104608,62786,24,24
104609,62790,17,18
104610,62789,16,16
104611,62788,18,18
104612,62797,30,30
104613,62802,39,49
104614,62801,19,19
104617,62803,35,35
104618,62811,18,18
104620,62816,13,13
104621,62817,17,17
104622,62812,22,22
104626,62828,26,35
104630,62832,32,32
104631,62838,17,17
104634,62837,23,23
104635,62844,7,7
104636,62823,35,35
104638,62850,29,29
104641,62857,17,17
104642,62851,19,19
104643,62858,27,28
104646,62859,41,41
104648,62849,17,17
104650,62863,18,18
104651,62864,15,23
104652,62843,20,20
104654,62869,11,13
104655,62896,67,76
104656,62868,24,24
104657,62877,24,26
104659,62890,16,17
104661,62876,24,24
104662,62878,31,34
104663,62895,25,25
104665,62889,21,21
104667,62870,10,10
104668,62900,24,24
104671,62912,15,17
104674,62913,22,22
104677,62918,26,26
104678,62917,21,21
104682,62930,61,67
104683,62920,21,21
104687,62942,21,21
104689,62935,16,16
104690,62948,20,20
104692,62960,10,10
104693,62963,15,15
104694,62970,2,3
104695,62961,24,25
104697,62962,21,21
104698,62975,18,18
104699,62977,25,25
104700,62976,15,15
104702,62971,15,15
104703,62991,11,11
104704,62995,12,12
104706,62988,7,7
104707,62994,26,26
104711,63002,23,23
104712,63001,33,33
104713,63000,28,28
104714,63015,19,19
104715,62999,26,26
104716,63014,23,23
104717,63013,21,21
104719,63029,21,22
104720,63012,21,23
104721,63036,19,19
104722,63032,15,15
104723,63035,20,20
104724,63037,39,39
104726,63047,10,10
104727,63057,20,20
104728,63056,21,21
104729,63059,18,18
104730,63055,19,19
104732,63067,28,36
104734,63066,18,18
104735,63068,20,20
104736,63075,42,42
104737,63074,35,38
104738,63069,20,20
104740,63079,18,18
104741,63081,21,22
104742,63085,17,19
104743,63084,7,7
104745,63091,18,18
104746,63103,20,20
104748,63104,19,19
104749,63115,19,19
104750,63114,18,18
104751,63120,23,24
104752,63119,28,28
104754,63123,23,23
104755,63127,14,14
104756,63139,18,18
104757,63138,27,27
104758,63155,15,15
104759,63156,67,73
104760,63153,21,21
104761,63154,24,24
104762,63165,32,35
104763,63173,15,15
104764,63174,45,53
104767,63178,24,24
104771,63181,19,19
104774,63190,34,34
104775,63182,17,17
104777,63200,35,39
104779,63199,25,25
104780,63204,31,31
104784,63216,15,15
104786,63221,23,23
104790,63226,78,79
104791,63229,7,7
104794,63251,72,73
104795,63243,25,25
104797,63249,18,18
104798,63258,14,14
104799,63259,67,67
104804,63271,25,25
104807,63289,10,11
104809,63297,50,56
104810,63300,6,7
104813,63299,39,39
104814,63306,31,31
104815,63305,72,76
104817,63308,59,59
104819,63313,20,20
104820,63322,6,6
104822,63334,17,17
104823,63335,17,17
104824,63346,86,89
104825,63345,22,22
104826,63361,129,139
104827,63358,69,75
104828,63355,21,21
104830,63359,19,19
104832,63380,22,22
104833,63371,17,17
104834,63387,10,10
104836,63381,41,41
104837,63397,26,31
104841,63406,12,12
104842,63408,112,113
104843,63407,21,21
104844,63396,28,28
104847,63419,15,15
104848,63436,54,72
104849,63434,14,14
104850,63425,7,7
104851,63448,22,22
104853,63447,19,19
104854,63457,23,25
104855,63451,17,17
104858,63469,45,45
104861,63486,15,15
104862,63487,19,19
104863,63496,66,69
104864,63495,42,43
104865,63503,26,28
104866,63494,11,11
104871,63530,39,59
104872,63514,33,33
104873,63517,14,14
104874,63529,97,103
104875,63523,19,19
104876,63534,30,42
104877,63541,94,96
104879,63545,19,19
104880,63546,22,22
104882,63556,21,30
104883,63552,17,17
104884,63547,16,16
104887,63557,15,15
104888,63566,57,59
104890,63579,39,68
104892,63573,44,62
104894,63568,11,11
104898,63588,88,88
104899,63578,18,18
104900,63585,10,10
104902,63586,15,15
104903,63594,42,42
104904,63607,56,69
104906,63595,22,22
104907,63596,35,35
104910,63606,20,20
104911,63622,11,11
104912,63614,20,20
104914,63623,49,51
104915,63621,6,6
104916,63627,29,29
104919,63641,48,49
104921,63632,14,14
104923,63640,14,14
104927,63654,20,20
104932,63666,16,16
104933,63673,79,107
104936,63684,26,26
104938,63697,47,65
104939,63687,9,9
104940,74367,57,61
104945,61914,30,30
104966,61944,11,11
104976,61958,23,23
105000,62013,44,53
105008,62024,10,10
105022,62062,14,18
105055,62130,11,11
105080,62180,23,23
105111,62200,39,41
105150,62323,41,44
105166,62371,38,42
105193,62470,22,22
105207,62532,18,18
105211,62558,15,15
105226,62608,25,25
105231,62623,8,8
105253,62702,15,15
105256,62708,17,17
105263,62735,12,12
105274,62769,12,12
105300,62839,22,22
105322,62931,13,13
105344,63003,14,14
105351,63033,39,59
105362,63041,16,16
105368,63080,53,54
105381,63100,7,7
105394,63124,12,12
105422,63183,14,14
105469,63260,32,32
105472,63272,25,25
105511,63341,50,50
105553,63497,110,112
105576,63558,74,78
105606,63636,7,7
105658,74368,14,14
111606,67695,26,26
111607,67692,20,21
111608,67694,15,16
111609,67673,21,21
111610,67693,12,12
111612,67706,37,40
111615,67699,15,17
111622,67709,16,16
111625,67714,21,21
111633,67727,19,19
111638,67736,18,19
111641,67737,18,18
111653,67767,22,25
111657,67768,19,19
111662,67766,15,15
111676,67782,19,19
111679,67790,24,24
111681,67809,18,20
111685,67808,13,15
111691,67814,20,22
111694,67820,22,22
111700,67844,18,20
111705,67831,21,22
111707,67855,18,21
111708,67845,13,13
111718,67874,13,13
111722,67873,11,12
111725,67875,12,12
111728,67885,12,12
111729,67886,15,15
111737,67905,15,15
111740,67914,14,27
111741,67908,14,18
111743,67904,15,15
111745,67909,17,17
111746,67915,22,25
111748,67916,30,38
111750,67917,19,21
111758,67941,20,20
111766,67963,15,16
111767,67982,21,24
111776,67988,19,19
111780,67981,22,22
111784,68002,30,31
111791,68008,19,19
111792,68024,18,19
111793,68018,13,13
111801,68049,21,21
111802,68038,20,20
111804,68056,10,10
111806,68039,13,13
111811,68074,23,23
111815,68089,18,25
111816,68082,19,19
111817,68096,13,19
111819,68090,8,8
111822,68104,11,11
111823,68105,11,12
111832,68111,12,12
111843,68137,14,14
111845,68156,20,20
111852,68177,10,10
111858,68187,10,10
111860,68193,22,22
111861,68194,19,19
111866,68210,36,38
111868,68178,20,20
111871,68217,20,22
111872,68211,5,5
111885,68265,11,11
111888,68279,15,15
111893,68285,23,23
111894,68303,16,17
111898,68313,31,48
111900,68274,34,34
111905,68325,20,20
111910,68342,25,25
111914,68346,14,14
111917,68347,12,12
111918,68358,22,23
111920,68354,16,16
111921,68362,11,11
111928,68363,19,19
111930,68389,14,24
111933,68390,13,13
111934,68410,8,9
111938,68396,18,18
111939,68411,25,26
111940,68409,24,24
111945,68380,30,31
111946,68397,23,23
111947,68420,14,14
111948,68424,17,20
111956,68443,8,8
111957,68444,19,19
111963,68463,13,13
111964,68462,30,30
111971,68480,26,26
111977,68509,30,30
111978,68510,16,16
111983,68518,11,11
111985,68528,51,51
111987,68529,14,14
111991,68559,22,22
111996,68569,19,20
111997,68576,22,22
111998,68560,29,29
112000,68581,10,10
112004,68587,25,25
112011,68614,17,17
112013,68623,18,18
112015,68624,25,25
112018,68629,37,37
112019,68628,18,18
112021,68645,13,20
112022,68638,17,17
112024,68666,29,37
112027,68652,17,17
112032,68693,25,25
112033,68702,20,20
112035,68716,13,13
112037,68736,42,46
112038,68751,32,36
112040,68761,17,17
112041,68762,21,21
112042,68772,24,25
112043,68780,13,13
112045,68806,17,22
112049,68829,16,16
112052,68837,53,54
112054,68849,9,9
112056,68822,15,15
112057,68856,24,24
112059,68855,26,26
112061,68866,15,15
112062,68874,25,25
112064,68886,29,29
112070,68926,24,24
112073,68966,32,40
112076,68976,14,15
112077,68975,11,11
112082,69022,3,4
112083,69002,17,17
112089,69035,21,21
112092,69060,23,24
112095,69070,5,6
112099,69113,38,44
112104,69149,5,5
112105,69150,20,20
112107,69167,22,22
112109,69168,8,8
112110,69157,22,22
112111,69214,19,21
112112,69224,29,29
112113,69241,41,42
112117,69269,16,16
112123,69307,24,24
112124,69308,14,18
112133,69337,23,23
112134,69338,20,20
112135,69349,50,50
112137,69319,24,28
112139,69368,21,25
112145,69378,23,23
112147,69405,10,18
112150,69396,21,21
112152,69387,24,24
112154,69429,50,79
112155,69428,13,13
112158,69441,20,20
112159,69450,13,14
112161,69472,23,33
112162,69462,21,21
112163,69474,23,23
112166,69473,18,18
112170,69494,25,25
112173,69516,14,14
112177,69527,32,42
112178,69556,17,19
112180,69555,28,28
112182,69554,14,14
112184,69557,41,55
112188,69598,20,20
112189,69607,25,25
112190,69615,14,14
112191,69626,29,51
112192,69597,14,14
112196,69635,21,22
112197,69634,11,11
112199,69645,9,9
112200,69646,19,19
112201,69647,21,21
112205,69672,9,9
112209,69683,15,15
112270,67681,68,70
112272,67683,33,33
112273,67696,19,19
112274,67679,26,26
112275,67682,64,64
112278,67700,19,19
112281,67677,30,30
112282,67722,76,77
112284,67728,20,20
112285,67739,39,41
112288,67743,77,133
112294,67769,16,19
112297,67751,27,27
112298,67752,6,6
112299,67738,7,7
112302,67776,6,6
112309,67810,12,15
112311,67801,4,4
112313,67815,131,171
112316,67832,19,19
112317,67834,22,22
112320,67791,21,21
112321,67833,27,27
112322,67846,88,88
112323,67856,108,110
112324,67876,17,24
112327,67877,12,12
112328,67864,39,39
112329,67879,97,110
112330,67878,15,15
112334,67899,34,44
112343,67932,22,22
112344,67942,24,24
112345,67943,27,27
112347,67935,37,37
112348,67933,12,12
112349,67950,22,22
112350,67951,7,7
112354,67934,60,62
112356,67964,21,21
112357,67958,61,69
112358,67974,118,136
112362,67984,22,22
112363,67989,10,10
112364,67983,18,18
112365,67992,11,12
112367,68009,111,118
112368,68003,11,11
112371,68041,11,11
112373,68032,14,14
112375,68057,86,91
112376,68066,24,27
112378,68067,31,34
112379,68040,22,22
112381,68062,17,17
112383,68076,12,12
112386,68075,25,25
112387,68083,44,58
112388,68091,17,18
112390,68106,7,7
112399,68125,22,22
112400,68144,28,32
112402,68139,22,30
112404,68138,16,18
112406,68146,61,61
112407,68145,15,15
112410,68168,33,38
112413,68164,29,29
112414,68169,47,47
112415,68179,15,18
112416,68167,18,18
112420,68157,13,13
112421,68200,50,50
112422,68212,30,30
112424,68218,15,15
112425,68234,10,10
112426,68235,8,8
112429,68243,15,15
112432,68247,15,15
112433,68249,17,17
112434,68250,20,20
112436,68248,7,7
112437,68258,16,16
112441,68223,61,66
112442,68266,9,9
112444,68280,18,18
112445,68293,21,21
112446,68286,20,20
112447,68287,39,39
112448,68305,14,14
112453,68310,5,5
112456,68315,15,15
112457,68314,41,41
112459,68304,21,21
112461,68338,13,16
112462,68330,12,12
112463,68337,23,23
112466,68343,31,31
112467,68294,25,27
112470,68359,15,15
112472,68364,20,20
112473,68372,25,25
112474,68371,18,18
112477,68373,45,45
112478,68374,26,26
112480,68381,24,24
112481,68383,23,23
112484,68398,41,41
112486,68382,17,17
112488,68400,15,15
112490,68391,18,18
112491,68399,20,20
112493,68412,123,134
112497,68425,19,19
112499,68434,20,24
112500,68430,23,23
112501,68432,21,21
112503,68433,25,25
112504,68445,18,18
112505,68431,18,18
112506,68438,11,11
112509,68456,30,30
112514,68469,19,19
112515,68476,57,58
112516,68483,18,18
112517,68481,45,45
112518,68491,6,6
112519,68489,22,22
112520,68494,11,11
112521,68499,43,44
112523,68512,18,19
112524,68511,56,57
112525,68500,10,10
112526,68530,29,29
112527,68543,30,30
112528,68533,21,21
112529,68534,12,12
112530,68545,17,17
112531,68531,19,19
112532,68544,19,19
112533,68542,13,13
112535,68561,30,30
112541,68582,22,22
112543,68577,9,9
112544,68596,15,18
112545,68597,16,16
112547,68617,68,75
112548,68606,10,10
112552,68625,23,23
112556,68630,21,21
112557,68646,31,31
112559,68639,10,10
112560,68653,42,42
112561,68648,11,11
112562,68647,15,15
112563,68655,17,17
112565,68668,8,8
112566,68654,20,20
112568,68667,5,5
112569,68672,17,17
112570,68682,25,25
112572,68679,83,85
112573,68681,18,18
112575,68694,27,31
112576,68680,30,32
112577,68688,52,52
112578,68689,17,17
112579,68695,17,17
112580,68717,22,23
112583,68709,17,17
112585,68708,16,16
112586,68718,14,14
112587,68731,36,48
112588,68726,15,15
112589,68737,41,41
112590,68730,33,33
112591,68763,39,45
112592,68752,20,22
112595,68768,13,13
112596,68769,17,17
112597,68764,28,28
112598,68766,19,19
112599,68753,12,12
112600,68767,12,12
112602,68765,7,8
112603,68781,9,9
112604,68792,25,25
112605,68791,22,22
112606,68803,14,14
112607,68807,13,17
112608,68802,19,19
112612,68812,18,18
112614,68825,15,15
112615,68823,32,32
112616,68824,19,19
112617,68839,18,18
112618,68838,25,25
112619,68840,34,34
112623,68858,31,31
112624,68867,16,16
112625,68859,34,35
112626,68857,19,19
112627,68875,10,10
112628,68850,17,17
112633,68876,18,18
112635,68906,29,33
112636,68896,10,10
112638,68895,60,60
112641,68887,11,11
112642,68898,14,14
112643,68899,15,15
112644,68927,10,11
112645,68912,30,31
112646,68954,9,16
112647,68910,15,15
112648,68911,20,20
112649,68897,15,15
112650,68913,16,16
112651,68914,18,18
112652,68928,9,9
112653,68941,16,18
112654,68929,16,18
112655,68930,22,22
112656,68955,10,10
112657,68940,22,22
112659,68939,17,17
112662,68956,19,19
112664,68969,14,14
112667,68968,13,15
112668,68977,18,18
112669,68967,21,21
112672,68978,12,12
112673,68991,25,25
112674,68990,9,9
112677,69003,16,16
112678,69025,15,15
112679,69023,18,20
112680,69024,22,22
112681,69036,16,17
112682,69028,15,15
112683,69027,8,8
112684,69051,17,20
112685,69026,12,12
112687,69065,26,26
112688,69048,17,17
112689,69049,18,18
112690,69050,19,19
112691,69062,25,25
112692,69064,10,10
112693,69073,17,22
112694,69061,10,10
112695,69063,21,21
112698,69071,30,30
112701,69072,10,10
112704,69116,38,45
112707,69117,8,8
112709,69093,18,18
112711,69102,15,15
112712,69118,18,18
112713,69126,10,10
112716,69134,14,14
112720,69125,16,16
112721,69135,13,13
112722,69114,44,71
112724,69133,15,15
112725,69151,24,24
112726,69159,9,10
112727,69132,9,10
112728,69158,15,15
112729,69169,15,15
112730,69170,28,28
112731,69172,7,7
112732,69182,27,27
112733,69183,15,16
112734,69171,26,26
112735,69181,16,16
112739,69195,15,16
112742,69180,12,12
112743,69193,13,13
112745,69196,17,17
112747,69215,8,11
112748,69194,11,11
112749,69203,19,20
112750,69202,20,21
112753,69216,19,19
112755,69179,15,15
112756,69235,10,10
112757,69225,12,12
112758,69243,5,5
112761,69257,9,9
112762,69242,11,11
112763,69258,17,17
112764,69245,17,19
112765,69254,23,23
112767,69244,29,29
112769,69270,21,21
112770,69255,13,13
112771,69256,14,14
112773,69259,16,18
112774,69290,13,13
112776,69289,24,24
112777,69280,31,31
112780,69288,14,14
112782,69297,27,27
112783,69279,14,18
112784,69310,18,18
112785,69309,21,21
112786,69321,10,10
112787,69320,23,23
112788,69340,9,10
112789,69342,12,13
112790,69329,13,13
112791,69339,13,13
112792,69341,13,13
112795,69350,18,18
112796,69356,14,14
112798,69369,15,15
112799,69370,20,20
112800,69379,25,26
112802,69389,22,22
112804,69406,43,43
112805,69398,19,19
112806,69397,8,8
112807,69388,13,13
112808,69407,25,25
112812,69442,6,7
112813,69430,25,25
112814,69444,18,18
112816,69431,13,13
112819,69445,15,15
112820,69443,19,19
112825,69475,20,20
112827,69484,21,21
112828,69496,15,18
112831,69495,16,17
112832,69517,15,17
112833,69504,14,15
112834,69503,20,20
112835,69518,20,20
112838,69505,27,27
112839,69540,23,24
112840,69560,15,15
112841,69559,20,20
112842,69558,14,14
112843,69569,8,8
112844,69549,18,18
112850,69570,22,22
112852,69578,15,15
112857,69589,25,25
112858,69608,19,19
112859,69617,12,15
112860,69616,10,10
112863,69588,24,24
112865,69636,13,18
112868,69662,10,10
112869,69665,23,25
112870,69666,35,36
112871,69674,29,32
112872,69663,17,25
112874,69684,7,10
112875,69651,6,6
112876,69664,40,51
112878,69650,23,23
112880,69685,7,7
112881,69673,16,16
113107,74382,53,58
113108,67710,40,56
113109,74391,37,53
113110,67715,28,28
113117,74412,39,43
113118,74408,27,27
113121,67753,147,153
113122,74418,55,55
113125,67778,31,41
113127,67779,77,110
113128,74431,32,32
113129,74439,15,18
113130,67793,26,46
113132,67784,86,93
113134,67783,27,34
113135,67802,37,49
113138,67792,42,42
113142,67835,93,99
113143,67822,102,105
113148,67866,58,86
113155,74465,22,22
113156,67880,100,100
113157,67865,68,68
113158,67887,102,127
113160,67857,13,13
113163,74506,17,18
113166,67936,48,50
113167,74526,20,20
113171,74540,43,45
113173,67952,7,7
113175,74533,19,19
113176,74547,13,15
113179,67959,46,46
113180,74539,15,15
113183,67975,14,14
113189,74578,24,24
113190,68004,39,39
113191,67944,30,30
113192,68025,50,84
113194,68019,125,127
113195,68042,2,2
113196,68050,106,112
113197,68051,144,157
113198,74630,91,94
113199,68084,93,96
113200,74653,86,98
113203,68077,26,26
113204,68085,25,25
113205,68097,17,17
113207,74672,3,3
113209,74679,11,11
113210,68119,2,2
113211,74691,22,22
113212,68147,115,121
113214,68170,58,87
113215,68171,29,32
113217,68172,69,73
113221,68201,44,46
113222,74735,46,46
113223,74739,7,8
113224,68224,63,83
113226,74768,73,79
113228,68244,24,24
113229,68251,43,53
113230,74760,37,37
113231,74717,7,11
113234,68268,26,27
113235,74785,2,2
113237,74790,10,10
113238,68276,48,48
113239,68267,44,45
113240,68288,99,99
113241,68275,9,9
113242,74805,37,37
113243,68295,34,34
113244,68296,75,81
113247,74832,43,43
113248,68326,19,20
113249,74842,18,18
113253,68339,30,30
113257,74871,25,25
113258,68355,52,52
113259,68356,107,108
113260,68366,66,66
113263,68365,64,64
113264,68357,20,28
113266,68375,34,34
113267,74886,18,18
113269,74902,14,14
113272,68392,15,15
113273,74923,20,20
113274,68416,15,15
113276,68421,15,15
113278,68440,17,17
113281,68439,25,25
113282,68447,41,43
113284,68457,25,26
113285,68446,24,24
113286,68465,48,52
113287,74984,9,9
113289,68464,6,6
113294,68470,15,15
113298,75015,28,29
113299,68484,14,14
113301,68492,10,10
113302,68495,49,52
113303,75016,20,20
113304,68496,24,24
113305,68493,18,18
113307,68477,16,16
113308,75031,18,18
113309,75032,15,15
113312,68506,22,23
113313,75055,20,20
113314,68519,44,46
113315,75054,23,41
113317,68536,32,63
113318,75076,19,19
113319,68535,20,20
113321,68555,16,18
113322,68546,19,19
113323,75106,29,31
113325,75105,20,23
113326,68563,10,10
113329,68562,12,12
113330,75104,20,20
113332,68570,18,18
113333,68583,26,26
113336,68578,38,38
113338,68584,30,30
113339,75120,18,18
113342,68591,16,21
113344,75140,15,15
113346,68590,20,20
113347,68589,13,17
113348,68599,24,28
113349,68598,13,13
113350,75150,22,22
113352,75159,15,15
113354,68607,20,20
113355,75167,21,23
113358,68615,18,18
113359,75173,17,18
113360,68619,17,17
113361,68618,17,17
113362,75178,20,20
113364,68632,15,15
113367,68641,31,32
113368,75193,19,19
113369,75192,21,21
113370,68642,22,22
113371,68640,21,21
113372,75202,22,23
113374,68658,17,17
113375,68657,12,12
113377,68656,19,19
113378,68674,51,53
113381,75223,7,7
113385,68631,12,13
113386,68673,21,21
113390,68683,13,14
113392,68684,10,10
113393,68691,18,18
113395,75257,10,11
113396,68698,24,24
113397,68690,18,18
113398,68697,27,27
113400,75256,21,21
113401,68696,12,12
113403,68703,15,15
113404,75269,15,15
113405,68719,17,18
113407,75284,16,19
113409,75276,11,12
113413,75286,18,18
113415,75285,19,19
113416,68720,22,22
113419,68721,18,18
113420,75295,20,20
113422,75294,15,15
113423,68727,15,15
113424,68740,26,26
113425,68744,9,9
113426,68738,12,12
113427,68739,22,31
113430,75315,13,14
113431,68756,22,22
113432,75340,18,20
113435,75341,23,25
113436,75338,13,17
113438,75339,22,23
113441,68754,6,7
113443,68755,25,25
113444,75337,12,12
113446,75360,17,18
113449,68745,21,21
113450,75372,14,14
113453,68782,19,19
113454,68783,20,21
113455,68784,19,19
113456,68788,21,21
113457,68785,9,9
113458,68786,10,10
113459,68787,8,8
113460,75373,23,23
113462,68793,21,21
113463,75389,22,23
113467,75390,20,20
113468,68808,13,17
113469,68809,20,20
113471,75401,13,13
113476,68773,23,25
113481,68813,18,18
113483,68830,11,18
113485,68842,23,24
113486,68831,11,19
113487,75432,15,15
113488,68843,30,31
113489,75454,24,31
113491,68832,19,19
113492,75431,15,15
113493,75443,19,19
113494,75444,20,20
113496,68851,8,8
113498,68860,28,29
113499,68852,14,14
113500,75482,22,35
113501,75466,13,13
113503,68841,21,21
113504,68861,20,21
113505,75467,18,18
113506,75468,15,15
113509,68889,31,39
113510,75492,30,33
113511,68879,19,19
113513,68877,22,22
113515,68878,12,12
113516,68888,18,18
113517,75502,20,22
113518,75503,20,20
113520,75507,17,17
113522,68900,16,16
113524,75522,17,17
113525,68907,15,15
113527,68915,15,19
113530,68931,19,22
113531,68932,32,32
113534,68916,27,27
113535,68944,24,26
113537,75521,17,20
113539,75547,17,21
113540,68942,19,19
113544,68957,12,12
113546,68943,21,21
113549,75548,15,15
113550,68963,24,27
113552,68964,19,20
113553,75565,17,17
113554,68917,18,19
113556,68970,8,8
113557,68979,19,19
113558,68971,10,10
113559,68980,20,20
113560,75584,17,17
113562,75546,17,18
113564,75571,12,12
113567,68993,15,16
113568,68992,16,16
113574,69010,27,27
113575,69011,15,15
113576,75616,21,21
113580,75615,21,21
113582,69038,12,12
113583,69039,17,17
113584,75635,38,38
113586,69040,22,22
113587,75636,20,20
113589,69052,16,16
113592,69041,22,22
113598,69053,23,23
113599,69054,17,17
113600,69076,23,24
113604,69087,26,26
113605,69037,19,19
113606,69086,17,17
113608,69088,15,17
113609,69074,16,16
113611,69075,4,4
113612,75659,14,15
113614,75660,11,11
113617,75673,13,13
113619,75661,26,27
113620,69096,17,19
113622,75663,13,13
113623,69104,20,20
113624,69106,11,14
113625,69120,10,16
113627,69094,23,23
113631,75672,21,21
113633,69119,19,19
113634,75671,28,29
113636,69095,22,22
113637,69105,14,14
113638,75662,21,21
113644,69136,14,14
113645,69137,27,27
113647,69138,22,22
113649,75703,21,22
113650,69103,10,11
113652,69139,21,21
113654,75727,14,14
113657,75725,18,19
113658,75696,13,13
113659,75726,22,30
113660,69160,16,21
113665,75750,14,18
113666,75728,21,21
113668,69174,14,14
113669,75710,17,18
113670,69173,19,19
113674,69185,17,17
113677,69198,18,18
113678,69184,24,24
113680,69197,18,18
113682,75770,18,19
113683,75771,11,16
113684,75772,21,22
113687,69204,18,18
113688,69205,13,13
113689,69217,23,23
113690,69218,25,25
113691,69226,18,18
113692,75784,12,12
113693,75785,21,21
113695,69227,17,17
113696,69236,21,23
113699,69237,31,35
113700,75806,15,17
113703,75816,24,26
113707,69247,4,5
113709,69238,12,12
113710,69272,17,26
113713,69246,24,24
113714,69271,16,16
113716,75805,19,19
113719,75827,14,14
113721,69274,11,12
113723,69273,22,22
113724,69291,16,20
113725,75870,18,28
113727,69281,17,17
113728,69282,19,19
113731,75872,22,26
113734,69292,20,22
113735,69299,17,17
113737,75883,15,18
113740,75871,15,15
113744,69298,19,19
113749,75882,23,23
113751,69322,25,25
113753,75892,20,20
113754,69323,15,19
113756,75900,26,26
113758,69352,24,26
113759,69343,16,17
113763,69357,20,24
113764,69351,31,37
113765,69358,22,25
113766,75921,20,20
113767,75919,31,31
113769,75920,25,26
113771,69373,88,91
113773,69371,26,26
113774,75958,14,21
113777,69372,19,20
113778,75922,20,20
113782,69374,18,20
113784,75957,20,21
113788,69415,34,37
113792,69408,17,17
113794,69417,16,16
113795,69399,13,13
113799,69416,23,24
113802,75996,25,25
113803,69432,20,20
113804,75997,24,24
113805,69452,26,35
113806,76014,19,20
113810,76015,17,17
113811,69451,19,19
113813,69453,15,17
113814,69466,25,27
113816,69464,20,20
113817,69465,26,26
113818,69463,20,20
113819,76026,10,10
113822,69485,16,20
113824,69487,17,17
113826,76035,27,28
113827,76058,15,15
113829,69486,20,20
113831,69506,30,32
113832,69488,21,21
113833,69507,20,21
113836,69476,20,20
113837,76059,13,13
113839,76060,14,14
113844,76073,15,15
113848,69528,22,23
113850,69550,23,23
113851,76097,33,38
113855,69529,21,21
113856,76098,19,19
113857,69562,17,17
113860,69561,21,22
113861,69551,12,12
113867,76109,16,16
113869,69580,18,18
113872,69579,17,17
113873,69592,19,21
113879,69618,24,28
113880,69610,26,28
113882,69613,21,24
113883,69612,11,11
113885,69590,25,25
113886,69611,32,35
113887,69609,30,30
113889,69627,23,24
113890,69619,22,22
113891,69591,22,22
113893,69640,20,23
113895,76160,20,20
113896,69639,11,13
113897,76161,21,21
113898,69638,21,22
113899,76167,25,25
113901,69637,21,21
113904,69652,24,25
113905,76185,8,8
113906,76175,10,10
113912,69667,17,18
113914,69668,7,8
113915,76198,13,16
113916,76199,20,20
113917,69675,35,40
113919,69686,17,26
113921,69697,17,21
113922,76186,15,15
113923,69687,7,7
113924,76219,22,22
113925,69696,21,27
81421,49771,20,20
81426,49817,32,32
81433,49868,16,16
81434,49869,11,11
